,center-lon,center-lat,xmin,ymin,xmax,ymax
0,130.7,33.7,130.59299417909733,33.61012286204758,130.80700582090265,33.78987713795242
1,130.7,33.78987713795242,130.59299417909733,33.7,130.80700582090265,33.879754275904844
2,130.7,33.879754275904844,130.59299417909733,33.78987713795242,130.80700582090265,33.969631413857265
3,130.7,33.969631413857265,130.59299417909733,33.879754275904844,130.80700582090265,34.059508551809685
4,130.7,34.059508551809685,130.59299417909733,33.969631413857265,130.80700582090265,34.149385689762106
5,130.7,34.149385689762106,130.59299417909733,34.059508551809685,130.80700582090265,34.239262827714526
6,130.7,34.239262827714526,130.59299417909733,34.149385689762106,130.80700582090265,34.32913996566695
7,130.7,34.32913996566695,130.59299417909733,34.239262827714526,130.80700582090265,34.41901710361937
8,130.7,34.41901710361937,130.59299417909733,34.32913996566695,130.80700582090265,34.50889424157179
9,130.7,34.50889424157179,130.59299417909733,34.41901710361937,130.80700582090265,34.59877137952421
10,130.7,34.59877137952421,130.59299417909733,34.50889424157179,130.80700582090265,34.68864851747663
11,130.7,34.68864851747663,130.59299417909733,34.59877137952421,130.80700582090265,34.77852565542905
12,130.7,34.77852565542905,130.59299417909733,34.68864851747663,130.80700582090265,34.86840279338147
13,130.7,34.86840279338147,130.59299417909733,34.77852565542905,130.80700582090265,34.95827993133389
14,130.7,34.95827993133389,130.59299417909733,34.86840279338147,130.80700582090265,35.04815706928631
15,130.7,35.04815706928631,130.59299417909733,34.95827993133389,130.80700582090265,35.13803420723873
16,130.7,35.13803420723873,130.59299417909733,35.04815706928631,130.80700582090265,35.22791134519115
17,130.7,35.22791134519115,130.59299417909733,35.13803420723873,130.80700582090265,35.31778848314357
18,130.7,35.31778848314357,130.59299417909733,35.22791134519115,130.80700582090265,35.407665621095994
19,130.7,35.407665621095994,130.59299417909733,35.31778848314357,130.80700582090265,35.497542759048414
20,130.7,35.497542759048414,130.59299417909733,35.407665621095994,130.80700582090265,35.587419897000835
21,130.7,35.587419897000835,130.59299417909733,35.497542759048414,130.80700582090265,35.677297034953256
22,130.7,35.677297034953256,130.59299417909733,35.587419897000835,130.80700582090265,35.767174172905676
23,130.80700582090265,33.7,130.7,33.61012286204758,130.9140116418053,33.78987713795242
24,130.80700582090265,33.78987713795242,130.7,33.7,130.9140116418053,33.879754275904844
25,130.80700582090265,33.879754275904844,130.7,33.78987713795242,130.9140116418053,33.969631413857265
26,130.80700582090265,33.969631413857265,130.7,33.879754275904844,130.9140116418053,34.059508551809685
27,130.80700582090265,34.059508551809685,130.7,33.969631413857265,130.9140116418053,34.149385689762106
28,130.80700582090265,34.149385689762106,130.7,34.059508551809685,130.9140116418053,34.239262827714526
29,130.80700582090265,34.239262827714526,130.7,34.149385689762106,130.9140116418053,34.32913996566695
30,130.80700582090265,34.32913996566695,130.7,34.239262827714526,130.9140116418053,34.41901710361937
31,130.80700582090265,34.41901710361937,130.7,34.32913996566695,130.9140116418053,34.50889424157179
32,130.80700582090265,34.50889424157179,130.7,34.41901710361937,130.9140116418053,34.59877137952421
33,130.80700582090265,34.59877137952421,130.7,34.50889424157179,130.9140116418053,34.68864851747663
34,130.80700582090265,34.68864851747663,130.7,34.59877137952421,130.9140116418053,34.77852565542905
35,130.80700582090265,34.77852565542905,130.7,34.68864851747663,130.9140116418053,34.86840279338147
